id;name;opponent_name;date;bestOf;surface;indoor;speed;winner
668;Filip Krajinovic;Ryan Peniston;13/06/2022;3;G;false;80;true
669;Filip Krajinovic;Sam Querrey;13/06/2022;3;G;false;80;true
670;Ilya Ivashka;Jan Lennard Struff;13/06/2022;3;G;false;86;true
671;Laslo Djere;Karen Khachanov;13/06/2022;3;G;false;86;false
672;Marin Cilic;Filip Krajinovic;13/06/2022;3;G;false;80;false
673;Alexander Bublik;Marcos Giron;08/05/2022;3;C;false;39;false
674;Felix Auger Aliassime;Alejandro Davidovich Fokina;08/05/2022;3;C;false;39;true
675;Frances Tiafoe;Filip Krajinovic;08/05/2022;3;C;false;39;false
676;Diego Sebastian Schwartzman;Miomir Kecmanovic;08/05/2022;3;C;false;39;true
677;Filip Krajinovic;Frances Tiafoe;08/05/2022;3;C;false;39;true
678;Botic Van De Zandschulp;Casper Ruud;08/05/2022;3;C;false;39;false
679;Hubert Hurkacz;David Goffin;08/05/2022;3;C;false;39;false
680;Nikoloz Basilashvili;Daniel Evans;08/05/2022;3;C;false;39;true
681;Reilly Opelka;Stan Wawrinka;08/05/2022;3;C;false;39;false
682;Alejandro Davidovich Fokina;Felix Auger Aliassime;08/05/2022;3;C;false;39;false
683;Felix Auger Aliassime;Marcos Giron;08/05/2022;3;C;false;39;true
684;Stefanos Tsitsipas;Jannik Sinner;08/05/2022;3;C;false;39;true
685;Denis Shapovalov;Rafael Nadal;08/05/2022;3;C;false;39;true
686;Denis Shapovalov;Casper Ruud;08/05/2022;3;C;false;39;false
687;Marin Cilic;Christian Garin;08/05/2022;3;C;false;39;false
688;Alexander Zverev;Stefanos Tsitsipas;08/05/2022;3;C;false;39;false
689;Casper Ruud;Jenson Brooksby;08/05/2022;3;C;false;39;true
690;Jannik Sinner;Stefanos Tsitsipas;08/05/2022;3;C;false;39;false
691;Laslo Djere;Stan Wawrinka;08/05/2022;3;C;false;39;false
692;John Isner;Francisco Cerundolo;08/05/2022;3;C;false;39;true
693;Marcos Giron;Alexander Bublik;08/05/2022;3;C;false;39;true
694;Marin Cilic;Cameron Norrie;08/05/2022;3;C;false;39;true
695;Novak Djokovic;Stefanos Tsitsipas;08/05/2022;3;C;false;39;true
696;Stan Wawrinka;Laslo Djere;08/05/2022;3;C;false;39;true
697;Stefanos Tsitsipas;Karen Khachanov;08/05/2022;3;C;false;39;true
698;Casper Ruud;Denis Shapovalov;08/05/2022;3;C;false;39;true
699;Jannik Sinner;Filip Krajinovic;08/05/2022;3;C;false;39;true
700;Stefanos Tsitsipas;Grigor Dimitrov;08/05/2022;3;C;false;39;true
701;Tallon Griekspoor;Sebastian Baez;08/05/2022;3;C;false;39;false
702;David Goffin;Hubert Hurkacz;08/05/2022;3;C;false;39;true
703;Lloyd George Muirhead Harris;Aslan Karatsev;08/05/2022;3;C;false;39;false
704;Alejandro Davidovich Fokina;Ilya Ivashka;08/05/2022;3;C;false;39;true
705;Alexander Zverev;Sebastian Baez;08/05/2022;3;C;false;39;true
706;Carlos Alcaraz Garfia;Novak Djokovic;01/05/2022;3;C;false;59;true
707;Alexander Zverev;Stefanos Tsitsipas;01/05/2022;3;C;false;59;true
708;Novak Djokovic;Carlos Alcaraz Garfia;01/05/2022;3;C;false;59;false
709;Alexander Bublik;Stan Wawrinka;10/04/2022;3;C;false;27;true
710;Marin Cilic;Taylor Harry Fritz;10/04/2022;3;C;false;27;false
711;Sebastian Korda;Carlos Alcaraz Garfia;10/04/2022;3;C;false;27;true
712;Hubert Hurkacz;Pedro Martinez Portero;10/04/2022;3;C;false;27;true
713;Alexander Bublik;Pablo Carreno Busta;10/04/2022;3;C;false;27;false
714;Benoit Paire;Lorenzo Musetti;10/04/2022;3;C;false;27;false
715;Federico Delbonis;Jaume Munar;10/04/2022;3;C;false;27;true
716;Jannik Sinner;Andrey Rublev;10/04/2022;3;C;false;27;true
717;Alejandro Davidovich Fokina;Novak Djokovic;10/04/2022;3;C;false;27;true
718;Alexander Zverev;Jannik Sinner;10/04/2022;3;C;false;27;true
719;Maxime Cressy;Laslo Djere;10/04/2022;3;C;false;27;false
720;Albert Ramos;Cameron Norrie;10/04/2022;3;C;false;27;true
721;Dusan Lajovic;Filip Krajinovic;10/04/2022;3;C;false;27;true
722;Fabio Fognini;Arthur Rinderknech;10/04/2022;3;C;false;27;true
723;Alejandro Davidovich Fokina;Taylor Harry Fritz;10/04/2022;3;C;false;27;true
724;Taylor Harry Fritz;Lucas Catarina;10/04/2022;3;C;false;27;true
725;Aslan Karatsev;Holger Vitus Nodskov Rune;10/04/2022;3;C;false;27;false
726;Pablo Carreno Busta;Sebastian Baez;10/04/2022;3;C;false;27;true
727;Stefanos Tsitsipas;Diego Sebastian Schwartzman;10/04/2022;3;C;false;27;true
728;Hubert Hurkacz;Hugo Dellien;10/04/2022;3;C;false;27;true
729;Jannik Sinner;Alexander Zverev;10/04/2022;3;C;false;27;false
730;Cameron Norrie;Albert Ramos;10/04/2022;3;C;false;27;false
731;Diego Sebastian Schwartzman;Karen Khachanov;10/04/2022;3;C;false;27;true
732;Andrey Rublev;Alex De Minaur;10/04/2022;3;C;false;27;true
733;David Goffin;Daniel Evans;10/04/2022;3;C;false;27;true
734;Karen Khachanov;Diego Sebastian Schwartzman;10/04/2022;3;C;false;27;false
735;Laslo Djere;Maxime Cressy;10/04/2022;3;C;false;27;true
736;Laslo Djere;Lorenzo Sonego;10/04/2022;3;C;false;27;true
737;Lorenzo Musetti;Diego Sebastian Schwartzman;10/04/2022;3;C;false;27;false
738;Novak Djokovic;Alejandro Davidovich Fokina;10/04/2022;3;C;false;27;false
739;Ugo Humbert;Pedro Martinez Portero;10/04/2022;3;C;false;27;false
740;Carlos Alcaraz Garfia;Casper Ruud;23/03/2022;3;H;false;62;true
741;Jeffrey John Wolf;Roberto Bautista Agut;10/03/2022;3;H;false;55;false
742;Marin Cilic;Miomir Kecmanovic;10/03/2022;3;H;false;55;false
743;Matteo Berrettini;Miomir Kecmanovic;10/03/2022;3;H;false;55;false
744;Taylor Harry Fritz;Jaume Munar;10/03/2022;3;H;false;55;true
745;Sam Querrey;Tallon Griekspoor;10/03/2022;3;H;false;55;true
746;Maxime Cressy;Christopher Eubanks;10/03/2022;3;H;false;55;false
747;Carlos Alcaraz Garfia;Rafael Nadal;10/03/2022;3;H;false;55;false
748;Jeffrey John Wolf;Hugo Gaston;10/03/2022;3;H;false;55;true
749;Christopher Eubanks;Maxime Cressy;10/03/2022;3;H;false;55;true
750;Hubert Hurkacz;Oscar Otte;10/03/2022;3;H;false;55;true
751;Jaume Munar;Taylor Harry Fritz;10/03/2022;3;H;false;55;false
752;Roberto Bautista Agut;Jeffrey John Wolf;10/03/2022;3;H;false;55;true
753;Alexander Bublik;Andy Murray;10/03/2022;3;H;false;55;true
754;Benoit Paire;Dominik Koepfer;10/03/2022;3;H;false;55;false
755;Carlos Alcaraz Garfia;Cameron Norrie;10/03/2022;3;H;false;55;true
756;Fabio Fognini;Pablo Andujar;10/03/2022;3;H;false;55;true
757;Lloyd George Muirhead Harris;Facundo Bagnis;10/03/2022;3;H;false;55;true
758;Pablo Carreno Busta;Jaume Munar;10/03/2022;3;H;false;55;false
759;Denis Shapovalov;Reilly Opelka;10/03/2022;3;H;false;55;false
760;Jack Sock;Stefanos Tsitsipas;10/03/2022;3;H;false;55;false
761;Reilly Opelka;Lorenzo Musetti;10/03/2022;3;H;false;55;true
762;Dusan Lajovic;Filip Krajinovic;10/03/2022;3;H;false;55;false
763;Felix Auger Aliassime;Botic Van De Zandschulp;10/03/2022;3;H;false;55;false
764;Liam Broady;Miomir Kecmanovic;10/03/2022;3;H;false;55;false
765;Jannik Sinner;Benjamin Bonzi;10/03/2022;3;H;false;55;true
766;Sam Querrey;John Isner;10/03/2022;3;H;false;55;false
767;Taylor Harry Fritz;Miomir Kecmanovic;10/03/2022;3;H;false;55;true
768;Denis Shapovalov;Alejandro Davidovich Fokina;10/03/2022;3;H;false;55;true
769;Jan Lennard Struff;John Millman;10/03/2022;3;H;false;55;false
770;Stefanos Tsitsipas;Jack Sock;10/03/2022;3;H;false;55;true
771;Andrey Rublev;Dominik Koepfer;10/03/2022;3;H;false;55;true
772;Aslan Karatsev;Steve Johnson;10/03/2022;3;H;false;55;false
773;Benjamin Bonzi;Jannik Sinner;10/03/2022;3;H;false;55;false
774;Botic Van De Zandschulp;Miomir Kecmanovic;10/03/2022;3;H;false;55;false
775;John Isner;Sam Querrey;10/03/2022;3;H;false;55;true
776;Oscar Otte;Hubert Hurkacz;10/03/2022;3;H;false;55;false
777;Taylor Harry Fritz;Alex De Minaur;10/03/2022;3;H;false;55;true
778;Miomir Kecmanovic;Liam Broady;10/03/2022;3;H;false;55;true
779;Tomas Machac;Alexei Popyrin;10/03/2022;3;H;false;55;true
780;Carlos Alcaraz Garfia;Roberto Bautista Agut;10/03/2022;3;H;false;55;true
781;David Goffin;Jordan Thompson;10/03/2022;3;H;false;55;false
782;John Isner;Diego Sebastian Schwartzman;10/03/2022;3;H;false;55;true
783;Rafael Nadal;Nick Kyrgios;10/03/2022;3;H;false;55;true
784;Richard Gasquet;Oscar Otte;10/03/2022;3;H;false;55;false
785;Steve Johnson;Aslan Karatsev;10/03/2022;3;H;false;55;true
786;Tallon Griekspoor;Sam Querrey;10/03/2022;3;H;false;55;false
787;Hubert Hurkacz;Andrey Rublev;10/03/2022;3;H;false;55;false
788;Marton Fucsovics;Mackenzie Mcdonald;10/03/2022;3;H;false;55;false
789;Matteo Berrettini;Holger Vitus Nodskov Rune;10/03/2022;3;H;false;55;true
790;Nick Kyrgios;Rafael Nadal;10/03/2022;3;H;false;55;false
791;Steve Johnson;Daniel Altmaier;10/03/2022;3;H;false;55;true
792;Taro Daniel;Andy Murray;10/03/2022;3;H;false;55;false
793;Jiri Vesely;Denis Shapovalov;21/02/2022;3;H;false;75;true
794;Alex De Minaur;Karen Khachanov;21/02/2022;3;H;false;75;false
795;Denis Shapovalov;Jiri Vesely;21/02/2022;3;H;false;75;false
796;Jiri Vesely;Roberto Bautista Agut;21/02/2022;3;H;false;75;true
797;Filip Krajinovic;Malek Jaziri;21/02/2022;3;H;false;75;true
798;Hubert Hurkacz;Andrey Rublev;21/02/2022;3;H;false;75;false
799;Karen Khachanov;Alex De Minaur;21/02/2022;3;H;false;75;true
800;Malek Jaziri;Filip Krajinovic;21/02/2022;3;H;false;75;false
801;Marin Cilic;Jiri Vesely;21/02/2022;3;H;false;75;false
802;Andy Murray;Christopher Oconnell;21/02/2022;3;H;false;75;true
803;Christopher Oconnell;Andy Murray;21/02/2022;3;H;false;75;false
804;Denis Shapovalov;Marton Fucsovics;21/02/2022;3;H;false;75;true
805;Novak Djokovic;Jiri Vesely;21/02/2022;3;H;false;75;false
806;David Goffin;Taro Daniel;21/02/2022;3;H;false;75;false
807;Jiri Vesely;Novak Djokovic;21/02/2022;3;H;false;75;true
808;Andrey Rublev;Daniel Evans;21/02/2022;3;H;false;75;true
809;Andrey Rublev;Soon Woo Kwon;21/02/2022;3;H;false;75;true
810;Andrey Rublev;Jiri Vesely;21/02/2022;3;H;false;75;true
811;Arthur Rinderknech;Roberto Bautista Agut;21/02/2022;3;H;false;75;false
812;Reilly Opelka;Jack Sock;14/02/2022;3;H;false;45;true
813;Reilly Opelka;Cameron Norrie;14/02/2022;3;H;false;45;false
814;Reilly Opelka;Adrian Mannarino;14/02/2022;3;H;false;45;true
815;Reilly Opelka;John Millman;14/02/2022;3;H;false;45;true
816;Maxime Cressy;John Millman;14/02/2022;3;H;false;45;false
817;Alexander Bublik;Arthur Rinderknech;14/02/2022;3;H;false;59;false
818;Arthur Rinderknech;Alexander Bublik;14/02/2022;3;H;false;59;true
819;Oscar Otte;Yoshihito Nishioka;14/02/2022;3;H;false;45;true
820;Steve Johnson;Kevin Anderson;14/02/2022;3;H;false;45;true
821;Marin Cilic;Karen Khachanov;14/02/2022;3;H;false;59;false
822;Emilio Gomez;Stefan Kozlov;14/02/2022;3;H;false;45;false
823;John Millman;Maxime Cressy;14/02/2022;3;H;false;45;true
824;Karen Khachanov;Roberto Bautista Agut;14/02/2022;3;H;false;59;false
825;Sebastian Korda;Cameron Norrie;14/02/2022;3;H;false;45;false
826;Daniel Altmaier;Jack Sock;14/02/2022;3;H;false;45;false
827;Grigor Dimitrov;Mitchell Krueger;14/02/2022;3;H;false;45;true
828;Lloyd George Muirhead Harris;Marton Fucsovics;14/02/2022;3;H;false;59;false
829;Nikoloz Basilashvili;Elias Ymer;14/02/2022;3;H;false;59;true
830;Sam Querrey;Denis Istomin;14/02/2022;3;H;false;45;false
831;Adrian Mannarino;Brandon Nakashima;14/02/2022;3;H;false;45;true
832;Felix Auger Aliassime;Cameron Norrie;07/02/2022;3;H;true;55;true
833;Felix Auger Aliassime;Andrey Rublev;07/02/2022;3;H;true;55;true
834;Hubert Hurkacz;Lorenzo Musetti;07/02/2022;3;H;true;55;false
835;Stefanos Tsitsipas;Alejandro Davidovich Fokina;07/02/2022;3;H;true;55;true
836;Alexander Bublik;Andy Murray;07/02/2022;3;H;true;55;false
837;Aslan Karatsev;Tallon Griekspoor;07/02/2022;3;H;true;55;false
838;Lorenzo Musetti;Mikael Ymer;07/02/2022;3;H;true;55;true
839;Andrey Rublev;Felix Auger Aliassime;07/02/2022;3;H;true;55;false
840;Jiri Lehecka;Stefanos Tsitsipas;07/02/2022;3;H;true;55;false
841;Alejandro Davidovich Fokina;Stefanos Tsitsipas;07/02/2022;3;H;true;55;false
842;Alexei Popyrin;Karen Khachanov;07/02/2022;3;H;true;55;false
843;Nikoloz Basilashvili;Andy Murray;10/01/2022;3;H;false;66;false
844;John Isner;Thanasi Kokkinakis;10/01/2022;3;H;false;81;false
845;Aslan Karatsev;Daniel Evans;10/01/2022;3;H;false;66;true
846;Thanasi Kokkinakis;John Isner;10/01/2022;3;H;false;81;true
847;Reilly Opelka;Andy Murray;10/01/2022;3;H;false;66;false
848;Arthur Rinderknech;Mackenzie Mcdonald;10/01/2022;3;H;false;81;true
849;Thanasi Kokkinakis;Aleksandar Vukic;10/01/2022;3;H;false;81;true
850;Arthur Rinderknech;Thanasi Kokkinakis;10/01/2022;3;H;false;81;false
851;Thanasi Kokkinakis;Arthur Rinderknech;10/01/2022;3;H;false;81;true
852;Marin Cilic;Thanasi Kokkinakis;10/01/2022;3;H;false;81;false
853;Thanasi Kokkinakis;Marin Cilic;10/01/2022;3;H;false;81;true
854;Aslan Karatsev;Lorenzo Sonego;10/01/2022;3;H;false;66;true
855;Hugo Gaston;Lorenzo Sonego;10/01/2022;3;H;false;66;false
856;Lorenzo Sonego;Hugo Gaston;10/01/2022;3;H;false;66;true
857;Lloyd George Muirhead Harris;Soon Woo Kwon;10/01/2022;3;H;false;81;false
858;Reilly Opelka;Brandon Nakashima;10/01/2022;3;H;false;66;true
859;Brandon Nakashima;Jiri Vesely;10/01/2022;3;H;false;66;true
860;Fabio Fognini;Brandon Nakashima;10/01/2022;3;H;false;66;false
861;Aslan Karatsev;Miomir Kecmanovic;10/01/2022;3;H;false;66;true
862;Benoit Paire;Thanasi Kokkinakis;10/01/2022;3;H;false;81;false
863;Alejandro Davidovich Fokina;Dusan Lajovic;10/01/2022;3;H;false;66;false
864;Marin Cilic;Tommy Paul;10/01/2022;3;H;false;81;true
865;Thanasi Kokkinakis;Benoit Paire;10/01/2022;3;H;false;81;true
866;Aleksandar Vukic;Thanasi Kokkinakis;10/01/2022;3;H;false;81;false
867;Andy Murray;Reilly Opelka;10/01/2022;3;H;false;66;true
868;Mackenzie Mcdonald;Arthur Rinderknech;10/01/2022;3;H;false;81;false
869;Marin Cilic;Jaume Munar;10/01/2022;3;H;false;81;true
870;Reilly Opelka;Maxime Cressy;04/01/2022;3;H;false;56;false
871;Maxime Cressy;Reilly Opelka;04/01/2022;3;H;false;56;true
872;Maxime Cressy;Grigor Dimitrov;04/01/2022;3;H;false;56;true
873;Maxime Cressy;Jaume Munar;04/01/2022;3;H;false;56;true
874;Grigor Dimitrov;Facundo Bagnis;04/01/2022;3;H;false;56;true
875;Grigor Dimitrov;Botic Van De Zandschulp;04/01/2022;3;H;false;56;true
876;Grigor Dimitrov;Maxime Cressy;04/01/2022;3;H;false;56;false
877;Christopher Oconnell;Jordan Thompson;04/01/2022;3;H;false;56;false
878;Benoit Paire;Henri Laaksonen;04/01/2022;3;H;false;56;false
879;Alexei Popyrin;Tallon Griekspoor;04/01/2022;3;H;false;56;false
880;Emil Ruusuvuori;Jordan Thompson;04/01/2022;3;H;false;56;true
881;Rafael Nadal;Maxime Cressy;04/01/2022;3;H;false;56;true
882;Andreas Seppi;Alex Molcan;04/01/2022;3;H;false;56;false
883;Botic Van De Zandschulp;Grigor Dimitrov;04/01/2022;3;H;false;56;false
884;Jordan Thompson;Emil Ruusuvuori;04/01/2022;3;H;false;56;false
885;Karen Khachanov;Steve Johnson;03/01/2022;3;H;false;70;true
886;Thanasi Kokkinakis;Mikael Ymer;03/01/2022;3;H;false;70;true
887;Thanasi Kokkinakis;Frances Tiafoe;03/01/2022;3;H;false;70;true
888;Jiri Vesely;Tommy Paul;03/01/2022;3;H;false;70;false
889;Marin Cilic;Thiago Monteiro;03/01/2022;3;H;false;70;true
890;Tommy Paul;Taro Daniel;03/01/2022;3;H;false;70;true
891;Laslo Djere;Roberto Carballes Baena;03/01/2022;3;H;false;70;true
892;Marin Cilic;Karen Khachanov;03/01/2022;3;H;false;70;false
893;Frances Tiafoe;Thanasi Kokkinakis;03/01/2022;3;H;false;70;false
894;Aleksandar Vukic;Steve Johnson;03/01/2022;3;H;false;70;false
895;Alexander Zverev;Daniil Medvedev;14/11/2021;3;H;true;100;false
896;Daniil Medvedev;Alexander Zverev;14/11/2021;3;H;true;100;true
897;Andrey Rublev;Stefanos Tsitsipas;14/11/2021;3;H;true;100;true
898;Daniil Medvedev;Hubert Hurkacz;14/11/2021;3;H;true;100;true
899;Hubert Hurkacz;Daniil Medvedev;14/11/2021;3;H;true;100;false
900;Stefanos Tsitsipas;Andrey Rublev;14/11/2021;3;H;true;100;false
901;Tommy Paul;Frances Tiafoe;07/11/2021;3;H;true;66;true
902;Peter Gojowczyk;Jozef Kovalik;07/11/2021;3;H;true;66;false
903;Denis Shapovalov;Arthur Rinderknech;07/11/2021;3;H;true;66;true
904;Emil Ruusuvuori;Pedro Martinez Portero;07/11/2021;3;H;true;66;false
905;Frances Tiafoe;Daniel Evans;07/11/2021;3;H;true;66;true
906;Mackenzie Mcdonald;Alejandro Davidovich Fokina;07/11/2021;3;H;true;66;false
907;Felix Auger Aliassime;Filip Krajinovic;07/11/2021;3;H;true;66;true
908;Frances Tiafoe;Tommy Paul;07/11/2021;3;H;true;66;false
909;Jozef Kovalik;Peter Gojowczyk;07/11/2021;3;H;true;66;true
910;Viktor Durasovic;Andy Murray;07/11/2021;3;H;true;66;false
911;Gael Monfils;Miomir Kecmanovic;01/11/2021;3;H;true;70;true
912;Pierre Hugues Herbert;Carlos Alcaraz Garfia;01/11/2021;3;H;true;70;false
913;Alexander Bublik;Daniel Evans;01/11/2021;3;H;true;70;true
914;Dominik Koepfer;Andy Murray;01/11/2021;3;H;true;70;true
915;Hubert Hurkacz;Dominik Koepfer;01/11/2021;3;H;true;70;true
916;James Duckworth;Lorenzo Musetti;01/11/2021;3;H;true;70;true
917;Pablo Carreno Busta;Hugo Gaston;01/11/2021;3;H;true;70;false
918;Roberto Bautista Agut;James Duckworth;01/11/2021;3;H;true;70;false
919;Alexander Zverev;Grigor Dimitrov;01/11/2021;3;H;true;70;true
920;Hubert Hurkacz;James Duckworth;01/11/2021;3;H;true;70;true
921;Reilly Opelka;Filip Krajinovic;01/11/2021;3;H;true;70;true
922;Frances Tiafoe;Marcos Giron;01/11/2021;3;H;true;70;false
923;Novak Djokovic;Daniil Medvedev;01/11/2021;3;H;true;70;true
924;Arthur Rinderknech;Hugo Gaston;01/11/2021;3;H;true;70;false
925;Diego Sebastian Schwartzman;John Millman;01/11/2021;3;H;true;70;true
926;James Duckworth;Roberto Bautista Agut;01/11/2021;3;H;true;70;true
927;Alexander Zverev;Casper Ruud;01/11/2021;3;H;true;70;true
928;Diego Sebastian Schwartzman;Marcos Giron;01/11/2021;3;H;true;70;false
929;Hubert Hurkacz;Novak Djokovic;01/11/2021;3;H;true;70;false
930;Daniil Medvedev;Novak Djokovic;01/11/2021;3;H;true;70;false
931;Gael Monfils;Adrian Mannarino;01/11/2021;3;H;true;70;true
932;Andy Murray;Dominik Koepfer;01/11/2021;3;H;true;70;false
933;Daniil Medvedev;Hugo Gaston;01/11/2021;3;H;true;70;true
934;Grigor Dimitrov;Karen Khachanov;01/11/2021;3;H;true;70;true
935;Sebastian Korda;Aslan Karatsev;01/11/2021;3;H;true;70;true
936;Aslan Karatsev;Sebastian Korda;01/11/2021;3;H;true;70;false
937;Daniel Evans;Alexander Bublik;01/11/2021;3;H;true;70;false
938;Fabio Fognini;Marton Fucsovics;01/11/2021;3;H;true;70;false
939;Hubert Hurkacz;Tommy Paul;01/11/2021;3;H;true;70;true
940;Laslo Djere;Lorenzo Musetti;01/11/2021;3;H;true;70;false
941;Taylor Harry Fritz;Lorenzo Sonego;01/11/2021;3;H;true;70;true
942;Marin Cilic;Roberto Bautista Agut;25/10/2021;3;H;true;55;true
943;Roberto Bautista Agut;Marin Cilic;25/10/2021;3;H;true;55;false
944;Jan Lennard Struff;James Duckworth;25/10/2021;3;H;true;55;true
945;Felix Auger Aliassime;Cameron Norrie;25/10/2021;3;H;true;85;true
946;Hubert Hurkacz;Andy Murray;25/10/2021;3;H;true;85;false
947;James Duckworth;Jan Lennard Struff;25/10/2021;3;H;true;55;false
948;Denis Shapovalov;Pablo Andujar;25/10/2021;3;H;true;55;true
949;Marin Cilic;Karen Khachanov;25/10/2021;3;H;true;55;true
950;Alexander Zverev;Frances Tiafoe;25/10/2021;3;H;true;85;true
951;Taylor Harry Fritz;Jan Lennard Struff;25/10/2021;3;H;true;55;true
952;Lorenzo Sonego;Casper Ruud;25/10/2021;3;H;true;85;false
953;Botic Van De Zandschulp;Andrey Rublev;25/10/2021;3;H;true;55;true
954;Frances Tiafoe;Diego Sebastian Schwartzman;25/10/2021;3;H;true;85;true
955;Marin Cilic;Taylor Harry Fritz;25/10/2021;3;H;true;55;true
956;Botic Van De Zandschulp;Sebastian Korda;25/10/2021;3;H;true;55;true
957;Matteo Berrettini;Nikoloz Basilashvili;25/10/2021;3;H;true;85;true
958;Matteo Berrettini;Carlos Alcaraz Garfia;25/10/2021;3;H;true;85;false
959;Frances Tiafoe;Andy Murray;18/10/2021;3;H;true;61;false
960;Andy Murray;Frances Tiafoe;18/10/2021;3;H;true;61;true
961;Arthur Rinderknech;Dusan Lajovic;18/10/2021;3;H;true;61;true
962;Lloyd George Muirhead Harris;Casper Ruud;07/10/2021;3;H;false;40;false
963;Maxime Cressy;Diego Sebastian Schwartzman;07/10/2021;3;H;false;40;false
964;Nikoloz Basilashvili;Albert Ramos;07/10/2021;3;H;false;40;true
965;Reilly Opelka;Taro Daniel;07/10/2021;3;H;false;40;true
966;Tommy Paul;Andrey Rublev;07/10/2021;3;H;false;40;true
967;Carlos Alcaraz Garfia;Andy Murray;07/10/2021;3;H;false;40;false
968;Soon Woo Kwon;Guido Pella;07/10/2021;3;H;false;40;false
969;Alejandro Tabilo;Denis Kudla;07/10/2021;3;H;false;40;true
970;Botic Van De Zandschulp;Marcos Giron;07/10/2021;3;H;false;40;false
971;Cameron Norrie;Roberto Bautista Agut;07/10/2021;3;H;false;40;true
972;Stefanos Tsitsipas;Alex De Minaur;07/10/2021;3;H;false;40;true
973;Maxime Cressy;Laslo Djere;07/10/2021;3;H;false;40;true
974;Aleksandar Vukic;Pablo Andujar;07/10/2021;3;H;false;40;true
975;Cameron Norrie;Tennys Sandgren;07/10/2021;3;H;false;40;true
976;Diego Sebastian Schwartzman;Daniel Evans;07/10/2021;3;H;false;40;true
977;Diego Sebastian Schwartzman;Maxime Cressy;07/10/2021;3;H;false;40;true
978;Taylor Harry Fritz;Alexander Zverev;07/10/2021;3;H;false;40;true
979;Fabio Fognini;Jan Lennard Struff;07/10/2021;3;H;false;40;true
980;Hubert Hurkacz;Grigor Dimitrov;07/10/2021;3;H;false;40;false
981;Jan Lennard Struff;Fabio Fognini;07/10/2021;3;H;false;40;false
982;Casper Ruud;Lloyd George Muirhead Harris;07/10/2021;3;H;false;40;true
983;Alexander Zverev;Andy Murray;07/10/2021;3;H;false;40;true
984;Alexander Zverev;Jenson Brooksby;07/10/2021;3;H;false;40;true
985;Alex De Minaur;Stefanos Tsitsipas;07/10/2021;3;H;false;40;false
986;Grigor Dimitrov;Hubert Hurkacz;07/10/2021;3;H;false;40;true
987;Alexei Popyrin;Miomir Kecmanovic;07/10/2021;3;H;false;40;true
988;Fabio Fognini;Stefanos Tsitsipas;07/10/2021;3;H;false;40;false
989;John Isner;Yoshihito Nishioka;07/10/2021;3;H;false;40;true
990;Nikoloz Basilashvili;Stefanos Tsitsipas;07/10/2021;3;H;false;40;true
991;Steve Johnson;Alejandro Davidovich Fokina;07/10/2021;3;H;false;40;false
992;Alejandro Davidovich Fokina;Steve Johnson;07/10/2021;3;H;false;40;true
993;Andrey Rublev;Carlos Taberner;07/10/2021;3;H;false;40;true
994;Daniel Evans;Kei Nishikori;07/10/2021;3;H;false;40;true
995;Marcos Giron;Botic Van De Zandschulp;07/10/2021;3;H;false;40;true
996;Diego Sebastian Schwartzman;Casper Ruud;07/10/2021;3;H;false;40;true
997;Filip Krajinovic;Marcos Giron;07/10/2021;3;H;false;40;true
998;Roberto Bautista Agut;Guido Pella;07/10/2021;3;H;false;40;true
999;Vasek Pospisil;Jeffrey John Wolf;07/10/2021;3;H;false;40;true
1000;Christian Garin;Ernesto Escobedo;07/10/2021;3;H;false;40;true
